annotated,avg_loss,epoch,log_file,model_type,partial_avg_loss,sample_text,sample_type,total_epochs,val_loss
"Once upon ailyiaaraolly there,araaraamailyilaumily werearaallyilyilyiaandy",,final,batch_tsw0.8_bs256_lr0.05_actgelu_ep10_mlp9_k4_cs3_blk32_emb256_20250414_200119.log,kvcache_transformer,,"Once upon ailyiaaraolly there,araaraamailyilaumily werearaallyilyilyiaandy",top-p=0.95,,
"Once upon ailyaraiailaollyaraum there,amailyilyilyarailyilyilyandyaraara",,final,batch_tsw0.8_bs256_lr0.05_actgelu_ep10_mlp9_k4_cs3_blk32_emb256_20250414_200119.log,kvcache_transformer,,"Once upon ailyaraiailaollyaraum there,amailyilyilyarailyilyilyandyaraara",top-p=1.0,,
,6.6813,1,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kgram_mlp_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a a a a a a a a a a a a a a a a a a a a a
 Annotated: Once upon a a a a a a a a a a a a a a a a a a a a a

[kgram_mlp_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a TRI March h improve alk cladMODE perilousAnaly Kernel TITAmazingDatensoder mountingDrop icchwitzire
 Annotated: Once upon a TRI March h improve alk cladMODE perilousAnaly Kernel TITAmazingDatensoder mountingDrop icchwitzire

[kgram_mlp_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon aonymous proprietary mannerProsecutBrandon exposing duel Alexa Armor estranged vastly Scrolls donatingmetics savvy Client speak FGá Vik
 Annotated: Once upon aonymous proprietary mannerProsecutBrandon exposing duel Alexa Armor estranged vastly Scrolls donatingmetics savvy Client speak FGá Vik

[kgram_mlp_seq",6.6813,,epoch,7,5.3986
,4.8839,2,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq",4.8839,,epoch,7,4.6687
,4.6307,3,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq",4.6307,,epoch,7,4.5739
,4.2776,4,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq",4.2776,,epoch,7,4.1074
,4.0244,5,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq",4.0244,,epoch,7,3.8571
,3.7051,6,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq",3.7051,,epoch,7,3.5798
,3.4762,7,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq",3.4762,,epoch,7,3.3495
,7.5691,1,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq] Final sample (greedy) from prompt: 'Once upon a'
Once upon a time, there was a little a little a little a little a little a little a little a little
Annotated:
Once upon a time, there was a little a little a little a little a little a little a little a little

[kgram_mlp_seq] Final sample (top-p=0.95) from prompt: 'Once upon a'
Once upon a Lily time the pet. She Bob with friends day, Tom had there to a old very little something
Annotated:
Once upon a Lily time the pet. She Bob with friends day, Tom had there to a old very little something

[kgram_mlp_seq] Final sample (top-p=1.0) from prompt: 'Once upon a'
Once upon a and playingmy to very curious day to, she. One were so eat time was do small ""
Annotated:
Once upon a and playingmy to very curious day to, she. One were so eat time was do small ""
--------------------------------------------------
Training model: LSTMSeqModel(
  (activation): GELU(approximate='none')
  (embedding): Embedding(50257, 32)
  (lstm): LSTM(32, 32)
  (linear): Linear(in_features=32, out_features=50257, bias=True)
) with monosemantic info: False

=== Training model: lstm_seq ===

[lstm_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a lot Peter lot Peter Phone spider painter spider lot cute cute cute did pencil fisherman hot Pete marching Peteray
 Annotated: Once upon a lot Peter lot Peter Phone spider painter spider lot cute cute cute did pencil fisherman hot Pete marching Peteray

[lstm_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a Molerowd deception Sandy out Z UNHCRnet emphasizes Panzerperor particle Loving earthlyreements dens Destruction Tier466ggle
 Annotated: Once upon a Molerowd deception Sandy out Z UNHCRnet emphasizes Panzerperor particle Loving earthlyreements dens Destruction Tier466ggle

[lstm_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon aminsterigrdiagn pizz upsetwarming Mole give Shiny phase Arc expense FTA jung throttemort Reserve gerlierhabi
 Annotated: Once upon aminsterigrdiagn pizz upsetwarming Mole give Shiny phase Arc expense FTA jung throttemort Reserve gerlierhabi

[lstm_seq",7.5691,,epoch,7,3.7093
,3.3619,2,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"lstm_seq] Current learning rate: 0.05
[lstm_seq",3.3619,,epoch,7,3.0003
,2.7374,3,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"lstm_seq] Current learning rate: 0.05
[lstm_seq",2.7374,,epoch,7,2.7777
,2.593,4,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"lstm_seq] Current learning rate: 0.05
[lstm_seq",2.593,,epoch,7,2.5666
,2.4387,5,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"lstm_seq] Current learning rate: 0.05
[lstm_seq",2.4387,,epoch,7,2.4917
,2.3951,6,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"lstm_seq] Current learning rate: 0.05
[lstm_seq",2.3951,,epoch,7,2.3888
,2.3779,7,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"lstm_seq] Current learning rate: 0.05
[lstm_seq",2.3779,,epoch,7,2.2982
,6.1297,1,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"lstm_seq] Current learning rate: 0.05
[lstm_seq] Final sample (greedy) from prompt: 'Once upon a'
Once upon a time, there was a little girl named Lily. She loved to play with their toys and jump.
Annotated:
Once upon a time, there was a little girl named Lily. She loved to play with their toys and jump.

[lstm_seq] Final sample (top-p=0.95) from prompt: 'Once upon a'
Once upon a time, there was playing and the tiny town. They were out on an damning named Sue that loved
Annotated:
Once upon a time, there was playing and the tiny town. They were out on an damning named Sue that loved

[lstm_seq] Final sample (top-p=1.0) from prompt: 'Once upon a'
Once upon a time, there was an ancient man named Max. Benny had been park every felt in pretty of priv
Annotated:
Once upon a time, there was an ancient man named Max. Benny had been park every felt in pretty of priv
--------------------------------------------------
Training model: TransformerModel(
  (token_emb): Embedding(50257, 32)
  (pos_emb): Embedding(16, 32)
  (blocks): ModuleList(
    (0-5): 6 x TransformerBlock(
      (attn): MultiHeadAttention(
        (qkv_proj): Linear(in_features=32, out_features=96, bias=True)
        (out_proj): Linear(in_features=32, out_features=32, bias=True)
      )
      (mlp): Sequential(
        (0): Linear(in_features=32, out_features=128, bias=True)
        (1): GELU(approximate='none')
        (2): Linear(in_features=128, out_features=32, bias=True)
      )
      (norm1): RMSNorm()
      (norm2): RMSNorm()
    )
  )
  (norm_final): RMSNorm()
  (output_proj): Linear(in_features=32, out_features=50257, bias=True)
) with monosemantic info: True

=== Training model: kvcache_transformer ===

[kvcache_transformer] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample:  upon upon upon upon upon upon upon upon upon upon upon upon upon upon upon upon
 Annotated:  o[NN=[' crypto', ' rope', ' Younger', ' Tomato', ' Palestine']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']] upon[NN=[' Leigh', ' Smy', ' notices', ' KE', 'git']]

[kvcache_transformer] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Gary Cheap � VenusChart diagnosesicent Üawi accustomed expr Airways Contest funding Ky Reply
 Annotated:  consciousness[NN=[' Cullen', 'Eat', ' Dustin', 'yu', ' Guide']] nickel[NN=[' whiff', ' chairman', 'ications', ' anthrop', ' gay']] earthquake[NN=['places', ' Cook', ' neo', 'appropriately', ' mailbox']]Fu[NN=['EStream', ' generally', ' Corsair', ' clashed', ' GI']]Gary[NN=['affle', ' fluorescent', ' directly', ' Qualcomm', 'istani']] Cheap[NN=[' Kuro', 'Studies', 'Damage', ' Pegasus', ' facet']] �[NN=[' bronze', ' Patterns', ' phenomen', ' caus', ' congratulate']] Venus[NN=['incre', ' 900', ' lasting', ' seminal', 'obbies']]Chart[NN=[' birds', 'berger', ' So', ' AES', ' Plate']] diagnoses[NN=['acio', ' mont', ' Chocobo', ' Burger', ' Malta']]icent[NN=['wich', 'ité', ' flex', ' Survey', ' motivate']] Ü[NN=[' justified', ' bounces', ' Situation', ' basic', ' µ']]awi[NN=[' max', 'arov', ' vigorous', 'Right', 'ray']] accustomed[NN=['ective', ' Mount', ' eats', 'ona', ' unfortunately']] expr[NN=[' hr', ' networks', ' fundamentals', 'CF', ' chunk']] Airways[NN=[' genus', 'Getting', 'amed', ' Trophy', ' 107']] Contest[NN=['"")', 'illac', ' som', ' last', 'Hall']] funding[NN=[' Sponsor', '/.', ' registration', ' McC', 'inia']] Ky[NN=[' oral', ' Rockets', ' Cait', ' Fisher', ' spons']] Reply[NN=[' Bay', ' ultra', 'Tesla', ' processors', ' breast']]

[kvcache_transformer] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample:  componentunit deemPR Scrolls IP Greaterisinemoving Ips authored sweeps disabling narrow TempleOV
 Annotated:  fences[NN=[' resize', ' Highlands', ' Analy', 'Ruby', 'Russia']] sweating[NN=[' Queensland', ' ov', ' IRC', ' Ev', 'CON']] pac[NN=['ruary', ' Feinstein', 'orb', ' Animals', 'atell']] intensely[NN=[' burglary', ' Brand', ' preferred', 'Self', ' photograph']] component[NN=[' burning', 'α', ' compromises', ' flawless', 'Ann']]unit[NN=[' Maced', 'verted', ' archaeologists', ' abandon', ' Marshall']] deem[NN=[' Riot', ' bogus', ' Supervisor', ' divorce', 'cens']]PR[NN=['imation', 'о', ' Contemporary', ' unique', 'IGN']] Scrolls[NN=['Spirit', 'viation', ' Specific', 'eva', ' fifty']] IP[NN=[' asking', 'EF', ' jan', ' Country', ' sexual']] Greater[NN=['FREE', ' Shea', 'opp', ' elevated', ' Amos']]isine[NN=[' originals', ' Originally', ' snack', 'knowledge', 'sighted']]moving[NN=[' denounced', ' cables', 'dain', ' dwell', ' lakes']] Ips[NN=['ande', ' synonymous', ' assessed', 'assment', ' Chev']] authored[NN=[' dreaded', 'ÃÂ', ' bandits', ' respective', '1989']] sweeps[NN=[' Labrador', ' Do', ' geography', 'Palest', ' Alternative']] disabling[NN=['Ag', ' Alc', 'INS', ' Natalie', 'unts']] narrow[NN=['LG', ' WC', ' traditionally', 'aber', 'estival']] Temple[NN=[' paid', 'ILLE', ' Majority', ' Storage', 'anim']]OV[NN=[' illum', 'Neither', ' enrich', ' puls', ' appearing']]

[kvcache_transformer",6.1297,,epoch,7,4.1724
,3.7222,2,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kvcache_transformer] Current learning rate: 0.05
[kvcache_transformer",3.7222,,epoch,7,3.2874
,3.1502,3,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kvcache_transformer] Current learning rate: 0.05
[kvcache_transformer",3.1502,,epoch,7,2.9072
,2.7503,4,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kvcache_transformer] Current learning rate: 0.05
[kvcache_transformer",2.7503,,epoch,7,2.6529
,2.5706,5,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kvcache_transformer] Current learning rate: 0.05
[kvcache_transformer",2.5706,,epoch,7,2.3933
,2.4167,6,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kvcache_transformer] Current learning rate: 0.05
[kvcache_transformer",2.4167,,epoch,7,2.2789
,2.1902,7,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kvcache_transformer] Current learning rate: 0.05
[kvcache_transformer",2.1902,,epoch,7,2.1782
"Once upon a time, there was a little a little a little a little a little a little a little a little",,final,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"kgram_mlp_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a a a a a a a a a a a a a a a a a a a a a
 Annotated: Once upon a a a a a a a a a a a a a a a a a a a a a

[kgram_mlp_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a TRI March h improve alk cladMODE perilousAnaly Kernel TITAmazingDatensoder mountingDrop icchwitzire
 Annotated: Once upon a TRI March h improve alk cladMODE perilousAnaly Kernel TITAmazingDatensoder mountingDrop icchwitzire

[kgram_mlp_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon aonymous proprietary mannerProsecutBrandon exposing duel Alexa Armor estranged vastly Scrolls donatingmetics savvy Client speak FGá Vik
 Annotated: Once upon aonymous proprietary mannerProsecutBrandon exposing duel Alexa Armor estranged vastly Scrolls donatingmetics savvy Client speak FGá Vik

[kgram_mlp_seq] Epoch 1/7, Step 10/32 (global step: 10) Partial Avg Loss: 6.6813
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 1 early.
[kgram_mlp_seq] Validation Loss after epoch 1: 5.3986
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194928\epoch_1.pt
[kgram_mlp_seq] *** End of Epoch 1 *** Avg Loss: 6.6813
[kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq] Epoch 2/7, Step 10/32 (global step: 20) Partial Avg Loss: 4.8839
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 2 early.
[kgram_mlp_seq] Validation Loss after epoch 2: 4.6687
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194928\epoch_2.pt
[kgram_mlp_seq] *** End of Epoch 2 *** Avg Loss: 4.8839
[kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq] Epoch 3/7, Step 10/32 (global step: 30) Partial Avg Loss: 4.6307
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 3 early.
[kgram_mlp_seq] Validation Loss after epoch 3: 4.5739
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194928\epoch_3.pt
[kgram_mlp_seq] *** End of Epoch 3 *** Avg Loss: 4.6307
[kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq] Epoch 4/7, Step 10/32 (global step: 40) Partial Avg Loss: 4.2776
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 4 early.
[kgram_mlp_seq] Validation Loss after epoch 4: 4.1074
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194928\epoch_4.pt
[kgram_mlp_seq] *** End of Epoch 4 *** Avg Loss: 4.2776
[kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq] Epoch 5/7, Step 10/32 (global step: 50) Partial Avg Loss: 4.0244
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 5 early.
[kgram_mlp_seq] Validation Loss after epoch 5: 3.8571
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194928\epoch_5.pt
[kgram_mlp_seq] *** End of Epoch 5 *** Avg Loss: 4.0244
[kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq] Epoch 6/7, Step 10/32 (global step: 60) Partial Avg Loss: 3.7051
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 6 early.
[kgram_mlp_seq] Validation Loss after epoch 6: 3.5798
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194928\epoch_6.pt
[kgram_mlp_seq] *** End of Epoch 6 *** Avg Loss: 3.7051
[kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq] Epoch 7/7, Step 10/32 (global step: 70) Partial Avg Loss: 3.4762
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 7 early.
[kgram_mlp_seq] Validation Loss after epoch 7: 3.3495
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194928\epoch_7.pt
[kgram_mlp_seq] *** End of Epoch 7 *** Avg Loss: 3.4762
[kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq",,"Once upon a time, there was a little a little a little a little a little a little a little a little",greedy,,
"Once upon a Lily time the pet. She Bob with friends day, Tom had there to a old very little something",,final,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,kgram_mlp_seq,,"Once upon a Lily time the pet. She Bob with friends day, Tom had there to a old very little something",top-p=0.95,,
"Once upon a and playingmy to very curious day to, she. One were so eat time was do small """,,final,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,kgram_mlp_seq,,"Once upon a and playingmy to very curious day to, she. One were so eat time was do small """,top-p=1.0,,
"Once upon a time, there was a little girl named Lily. She loved to play with their toys and jump.",,final,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,"lstm_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a lot Peter lot Peter Phone spider painter spider lot cute cute cute did pencil fisherman hot Pete marching Peteray
 Annotated: Once upon a lot Peter lot Peter Phone spider painter spider lot cute cute cute did pencil fisherman hot Pete marching Peteray

[lstm_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a Molerowd deception Sandy out Z UNHCRnet emphasizes Panzerperor particle Loving earthlyreements dens Destruction Tier466ggle
 Annotated: Once upon a Molerowd deception Sandy out Z UNHCRnet emphasizes Panzerperor particle Loving earthlyreements dens Destruction Tier466ggle

[lstm_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon aminsterigrdiagn pizz upsetwarming Mole give Shiny phase Arc expense FTA jung throttemort Reserve gerlierhabi
 Annotated: Once upon aminsterigrdiagn pizz upsetwarming Mole give Shiny phase Arc expense FTA jung throttemort Reserve gerlierhabi

[lstm_seq] Epoch 1/7, Step 10/32 (global step: 10) Partial Avg Loss: 7.5691
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 1 early.
[lstm_seq] Validation Loss after epoch 1: 3.7093
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194934\epoch_1.pt
[lstm_seq] *** End of Epoch 1 *** Avg Loss: 7.5691
[lstm_seq] Current learning rate: 0.05
[lstm_seq] Epoch 2/7, Step 10/32 (global step: 20) Partial Avg Loss: 3.3619
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 2 early.
[lstm_seq] Validation Loss after epoch 2: 3.0003
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194934\epoch_2.pt
[lstm_seq] *** End of Epoch 2 *** Avg Loss: 3.3619
[lstm_seq] Current learning rate: 0.05
[lstm_seq] Epoch 3/7, Step 10/32 (global step: 30) Partial Avg Loss: 2.7374
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 3 early.
[lstm_seq] Validation Loss after epoch 3: 2.7777
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194934\epoch_3.pt
[lstm_seq] *** End of Epoch 3 *** Avg Loss: 2.7374
[lstm_seq] Current learning rate: 0.05
[lstm_seq] Epoch 4/7, Step 10/32 (global step: 40) Partial Avg Loss: 2.5930
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 4 early.
[lstm_seq] Validation Loss after epoch 4: 2.5666
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194934\epoch_4.pt
[lstm_seq] *** End of Epoch 4 *** Avg Loss: 2.5930
[lstm_seq] Current learning rate: 0.05
[lstm_seq] Epoch 5/7, Step 10/32 (global step: 50) Partial Avg Loss: 2.4387
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 5 early.
[lstm_seq] Validation Loss after epoch 5: 2.4917
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194934\epoch_5.pt
[lstm_seq] *** End of Epoch 5 *** Avg Loss: 2.4387
[lstm_seq] Current learning rate: 0.05
[lstm_seq] Epoch 6/7, Step 10/32 (global step: 60) Partial Avg Loss: 2.3951
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 6 early.
[lstm_seq] Validation Loss after epoch 6: 2.3888
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194934\epoch_6.pt
[lstm_seq] *** End of Epoch 6 *** Avg Loss: 2.3951
[lstm_seq] Current learning rate: 0.05
[lstm_seq] Epoch 7/7, Step 10/32 (global step: 70) Partial Avg Loss: 2.3779
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 7 early.
[lstm_seq] Validation Loss after epoch 7: 2.2982
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194934\epoch_7.pt
[lstm_seq] *** End of Epoch 7 *** Avg Loss: 2.3779
[lstm_seq] Current learning rate: 0.05
[lstm_seq",,"Once upon a time, there was a little girl named Lily. She loved to play with their toys and jump.",greedy,,
"Once upon a time, there was playing and the tiny town. They were out on an damning named Sue that loved",,final,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,lstm_seq,,"Once upon a time, there was playing and the tiny town. They were out on an damning named Sue that loved",top-p=0.95,,
"Once upon a time, there was an ancient man named Max. Benny had been park every felt in pretty of priv",,final,batch_tsw0.8_bs256_lr0.05_actgelu_ep7_mlp5_k2_cs1_blk16_emb32_20250414_194924.log,lstm_seq,,"Once upon a time, there was an ancient man named Max. Benny had been park every felt in pretty of priv",top-p=1.0,,
